accident art crime economics education entertainment environment international opinion politics science_tech sports predicted target
0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 5 1
0.01 0.01 0.00 0.75 0.01 0.04 0.05 0.00 0.01 0.01 0.04 0.08 3 11
0.00 0.00 0.89 0.02 0.00 0.00 0.01 0.00 0.00 0.07 0.00 0.00 2 9
1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 2
0.01 0.22 0.01 0.02 0.04 0.15 0.03 0.29 0.08 0.02 0.07 0.05 7 8
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11 1
0.22 0.00 0.00 0.00 0.00 0.00 0.78 0.00 0.00 0.00 0.00 0.00 6 0
0.00 0.11 0.00 0.00 0.00 0.88 0.00 0.00 0.00 0.00 0.00 0.00 5 1
0.02 0.03 0.22 0.19 0.01 0.03 0.21 0.07 0.01 0.14 0.06 0.01 3 2
0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.97 0.01 10 5
0.00 0.00 0.00 0.01 0.90 0.00 0.00 0.00 0.00 0.07 0.00 0.00 4 5
0.03 0.00 0.61 0.00 0.02 0.00 0.09 0.01 0.03 0.19 0.01 0.00 2 0
0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.98 11 1
0.00 0.01 0.01 0.02 0.01 0.01 0.01 0.70 0.15 0.07 0.01 0.01 7 9
0.00 0.00 0.00 0.60 0.00 0.00 0.00 0.00 0.00 0.00 0.39 0.00 3 10
0.02 0.14 0.01 0.06 0.04 0.13 0.21 0.14 0.02 0.01 0.13 0.08 1 6
0.02 0.14 0.01 0.06 0.04 0.13 0.21 0.14 0.02 0.01 0.13 0.08 1 6
0.00 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.95 11 1
0.99 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 1
0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.97 11 10
0.00 0.12 0.00 0.00 0.00 0.87 0.00 0.00 0.00 0.00 0.00 0.00 5 1
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.74 0.00 0.00 0.25 0.00 7 10
0.02 0.01 0.00 0.00 0.00 0.00 0.02 0.00 0.07 0.00 0.88 0.00 10 0
0.00 0.00 0.01 0.39 0.00 0.00 0.01 0.00 0.01 0.58 0.00 0.00 3 9
0.03 0.04 0.15 0.10 0.01 0.04 0.18 0.08 0.17 0.01 0.17 0.02 8 3
0.03 0.39 0.17 0.00 0.00 0.00 0.15 0.01 0.02 0.07 0.01 0.14 1 11
0.00 0.25 0.00 0.00 0.14 0.01 0.00 0.00 0.23 0.00 0.00 0.36 11 8
0.00 0.74 0.00 0.00 0.00 0.00 0.00 0.00 0.26 0.00 0.00 0.00 1 8
0.00 0.01 0.00 0.00 0.00 0.00 0.04 0.92 0.01 0.00 0.02 0.00 7 6
0.02 0.14 0.01 0.06 0.04 0.13 0.21 0.14 0.02 0.01 0.13 0.08 1 9
0.02 0.14 0.01 0.06 0.04 0.13 0.21 0.14 0.02 0.01 0.13 0.08 1 7
0.00 0.06 0.00 0.00 0.00 0.94 0.00 0.00 0.00 0.00 0.00 0.00 5 1
0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3 9
0.00 0.00 0.00 0.02 0.00 0.00 0.00 0.00 0.98 0.00 0.00 0.00 8 3
0.00 0.04 0.00 0.52 0.02 0.09 0.01 0.01 0.00 0.01 0.15 0.15 3 4
0.01 0.11 0.00 0.01 0.01 0.01 0.04 0.01 0.00 0.00 0.28 0.52 10 11
0.01 0.02 0.00 0.00 0.00 0.00 0.45 0.00 0.00 0.00 0.00 0.52 11 6
0.00 0.92 0.00 0.00 0.00 0.08 0.00 0.00 0.00 0.00 0.00 0.00 1 11
0.92 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.08 0 11
0.00 0.00 0.07 0.00 0.00 0.00 0.00 0.00 0.00 0.93 0.00 0.00 9 2
0.03 0.16 0.00 0.01 0.01 0.01 0.59 0.06 0.08 0.00 0.02 0.03 6 1
0.68 0.01 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.30 0.00 0 10
0.00 0.69 0.00 0.00 0.00 0.29 0.00 0.00 0.00 0.00 0.00 0.00 1 5
0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.98 11 1
0.00 0.00 0.01 0.64 0.00 0.00 0.00 0.34 0.00 0.00 0.01 0.00 3 7
0.01 0.72 0.00 0.01 0.01 0.02 0.02 0.03 0.13 0.00 0.01 0.03 1 8
0.00 0.00 0.00 0.00 0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 6 10
0.01 0.48 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.49 11 1
0.03 0.00 0.96 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 2 0
0.01 0.01 0.00 0.00 0.00 0.00 0.98 0.00 0.00 0.00 0.00 0.00 6 0
0.00 0.95 0.00 0.00 0.00 0.05 0.00 0.00 0.00 0.00 0.00 0.00 1 5
0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.22 0.00 0.00 0.75 0.00 10 7
0.00 0.51 0.00 0.00 0.00 0.49 0.00 0.00 0.00 0.00 0.00 0.00 1 5
0.01 0.80 0.01 0.00 0.00 0.03 0.00 0.07 0.05 0.00 0.01 0.01 1 7
0.00 0.37 0.00 0.00 0.02 0.50 0.00 0.01 0.08 0.00 0.00 0.01 5 8
0.01 0.01 0.24 0.00 0.00 0.00 0.72 0.00 0.01 0.00 0.00 0.00 6 2
0.00 0.02 0.01 0.00 0.41 0.00 0.01 0.00 0.51 0.00 0.02 0.00 8 4
0.00 0.29 0.00 0.00 0.00 0.00 0.00 0.00 0.71 0.00 0.00 0.00 8 1
0.00 0.00 0.00 0.73 0.00 0.00 0.00 0.00 0.26 0.00 0.00 0.00 3 8
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.55 0.44 0.00 0.00 8 9
0.10 0.07 0.02 0.01 0.01 0.03 0.03 0.26 0.09 0.01 0.03 0.33 7 11
0.01 0.50 0.00 0.00 0.00 0.00 0.25 0.00 0.00 0.22 0.01 0.01 1 6
0.00 0.00 0.18 0.12 0.00 0.00 0.57 0.01 0.07 0.00 0.03 0.00 6 2
0.01 0.03 0.21 0.01 0.00 0.00 0.59 0.01 0.09 0.01 0.02 0.00 6 2
0.02 0.14 0.01 0.06 0.04 0.13 0.21 0.14 0.02 0.01 0.13 0.08 1 6
0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.93 0.06 0.00 0.00 0.00 7 8
0.00 0.95 0.00 0.00 0.00 0.03 0.01 0.00 0.01 0.00 0.00 0.00 1 5
0.00 0.06 0.00 0.00 0.08 0.00 0.00 0.00 0.00 0.00 0.00 0.85 11 4
0.00 0.49 0.00 0.00 0.01 0.00 0.00 0.00 0.49 0.00 0.00 0.00 1 8
0.00 0.90 0.00 0.00 0.00 0.00 0.09 0.00 0.00 0.00 0.00 0.00 1 6
0.01 0.01 0.33 0.48 0.00 0.01 0.02 0.01 0.01 0.11 0.01 0.00 3 2
0.00 0.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.90 11 1
0.01 0.44 0.01 0.01 0.02 0.13 0.02 0.17 0.15 0.01 0.02 0.01 1 7
0.69 0.00 0.07 0.01 0.00 0.00 0.10 0.01 0.03 0.07 0.01 0.00 0 2
0.05 0.02 0.12 0.03 0.00 0.00 0.04 0.13 0.51 0.07 0.03 0.01 8 2
0.00 0.00 0.73 0.00 0.00 0.00 0.00 0.00 0.25 0.01 0.00 0.00 2 8
0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.98 0.00 0.00 0.00 8 1
0.01 0.17 0.00 0.01 0.01 0.01 0.06 0.32 0.03 0.00 0.31 0.06 1 7
0.06 0.13 0.02 0.04 0.03 0.19 0.33 0.07 0.02 0.02 0.06 0.03 1 5
0.00 0.00 0.02 0.68 0.00 0.00 0.06 0.00 0.00 0.21 0.03 0.00 3 9
0.02 0.01 0.49 0.04 0.16 0.01 0.03 0.01 0.07 0.15 0.01 0.01 2 4
0.02 0.16 0.01 0.03 0.06 0.47 0.06 0.01 0.10 0.02 0.04 0.01 5 8
0.19 0.04 0.01 0.01 0.00 0.01 0.01 0.39 0.05 0.00 0.28 0.01 0 7
0.02 0.00 0.03 0.01 0.00 0.00 0.02 0.00 0.00 0.92 0.00 0.00 9 6
0.00 0.01 0.02 0.03 0.00 0.48 0.01 0.03 0.02 0.38 0.01 0.00 5 9
0.05 0.02 0.01 0.58 0.00 0.00 0.21 0.02 0.05 0.02 0.02 0.01 3 6
0.00 0.75 0.00 0.02 0.01 0.03 0.02 0.09 0.02 0.01 0.04 0.01 1 5
0.00 0.03 0.00 0.21 0.00 0.02 0.03 0.50 0.00 0.00 0.19 0.01 7 3
0.00 0.03 0.00 0.00 0.06 0.01 0.01 0.00 0.87 0.00 0.02 0.00 8 4
0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.00 0.95 11 9
0.12 0.07 0.71 0.00 0.00 0.00 0.06 0.00 0.00 0.01 0.02 0.01 2 1
0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.96 0.00 10 0
0.00 0.53 0.00 0.00 0.00 0.47 0.00 0.00 0.00 0.00 0.00 0.00 1 5
0.00 0.00 0.00 0.00 0.00 0.00 0.84 0.00 0.14 0.00 0.00 0.00 6 8
0.02 0.14 0.01 0.06 0.04 0.13 0.21 0.14 0.02 0.01 0.13 0.08 1 6
0.02 0.14 0.01 0.06 0.04 0.13 0.21 0.14 0.02 0.01 0.13 0.08 1 6
0.00 0.43 0.00 0.00 0.00 0.00 0.00 0.00 0.56 0.00 0.00 0.00 8 1
0.00 0.04 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.96 11 1
0.00 0.35 0.00 0.00 0.01 0.00 0.00 0.01 0.63 0.00 0.00 0.00 8 1
0.00 0.00 0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4 7
0.00 0.00 0.00 0.11 0.00 0.00 0.04 0.84 0.00 0.00 0.00 0.00 7 3
0.00 0.82 0.00 0.00 0.00 0.16 0.00 0.00 0.00 0.00 0.00 0.00 1 5
0.13 0.05 0.01 0.01 0.01 0.06 0.02 0.35 0.22 0.01 0.02 0.13 7 11
0.00 0.01 0.00 0.00 0.00 0.00 0.88 0.00 0.10 0.00 0.01 0.00 6 8
0.02 0.38 0.30 0.00 0.00 0.00 0.11 0.00 0.02 0.08 0.01 0.07 2 11
0.00 0.74 0.00 0.00 0.00 0.15 0.00 0.01 0.00 0.00 0.01 0.08 1 11
0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3 7
0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 11 1
0.01 0.25 0.01 0.01 0.01 0.01 0.23 0.00 0.01 0.43 0.01 0.02 9 6
0.05 0.17 0.02 0.02 0.04 0.33 0.06 0.03 0.18 0.01 0.03 0.05 5 1
0.00 0.00 0.30 0.00 0.00 0.00 0.00 0.00 0.00 0.69 0.00 0.00 9 4
0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 1 11
0.98 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 10
0.97 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.03 0.00 0 10
0.00 0.00 0.03 0.00 0.00 0.00 0.00 0.00 0.00 0.97 0.00 0.00 9 2
0.00 0.00 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.94 0.00 0.00 9 4
0.00 0.00 0.00 0.95 0.00 0.00 0.01 0.00 0.03 0.00 0.00 0.00 3 8
0.00 0.00 0.00 0.00 0.00 0.00 0.77 0.00 0.22 0.00 0.00 0.00 6 8
0.01 0.42 0.01 0.01 0.01 0.13 0.03 0.02 0.15 0.00 0.01 0.20 1 11
0.00 0.00 0.00 0.62 0.00 0.00 0.00 0.00 0.00 0.00 0.37 0.00 3 10
0.00 0.02 0.02 0.36 0.00 0.01 0.00 0.01 0.57 0.00 0.00 0.00 8 3
0.01 0.00 0.08 0.01 0.00 0.00 0.01 0.02 0.02 0.83 0.01 0.00 9 7
0.00 0.45 0.00 0.00 0.00 0.00 0.00 0.00 0.55 0.00 0.00 0.00 8 1
0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.96 0.02 0.00 0.00 0.00 7 8
0.01 0.26 0.00 0.00 0.00 0.00 0.23 0.46 0.01 0.00 0.01 0.00 7 1
0.00 0.00 0.98 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.00 0.00 2 9
0.97 0.00 0.00 0.00 0.00 0.00 0.00 0.03 0.00 0.00 0.00 0.00 0 7
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.57 0.43 0.00 0.00 0.00 7 8
0.00 0.02 0.00 0.01 0.03 0.24 0.03 0.00 0.07 0.01 0.01 0.58 5 11
0.01 0.00 0.12 0.05 0.00 0.00 0.72 0.00 0.07 0.02 0.00 0.00 6 2
0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 11 6
0.01 0.00 0.00 0.00 0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 6 1
0.02 0.14 0.01 0.06 0.04 0.13 0.21 0.14 0.02 0.01 0.13 0.08 1 6
0.00 0.00 0.00 0.00 0.97 0.01 0.00 0.00 0.00 0.01 0.00 0.00 4 5
0.52 0.01 0.42 0.00 0.00 0.00 0.00 0.02 0.00 0.00 0.01 0.00 0 2
0.01 0.03 0.01 0.18 0.38 0.04 0.05 0.02 0.18 0.01 0.08 0.01 4 3
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.28 0.71 0.00 0.00 0.00 8 7
0.00 0.27 0.00 0.00 0.00 0.32 0.00 0.24 0.03 0.00 0.12 0.01 1 5
0.02 0.01 0.02 0.42 0.01 0.02 0.10 0.16 0.02 0.01 0.20 0.01 3 10
0.00 0.01 0.00 0.63 0.01 0.01 0.03 0.02 0.01 0.00 0.28 0.00 3 10
0.00 0.00 0.00 0.80 0.00 0.00 0.00 0.10 0.00 0.00 0.08 0.00 3 10
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.64 0.00 0.36 0.00 0.00 7 9
0.00 0.00 0.00 0.32 0.00 0.00 0.00 0.00 0.67 0.00 0.00 0.00 8 3
0.00 0.00 0.00 0.00 0.68 0.00 0.00 0.00 0.31 0.00 0.00 0.00 4 8
0.02 0.14 0.01 0.06 0.04 0.13 0.21 0.14 0.02 0.01 0.13 0.08 1 5
0.00 0.02 0.00 0.07 0.00 0.01 0.00 0.00 0.00 0.00 0.01 0.89 11 3
0.00 0.02 0.00 0.00 0.00 0.84 0.00 0.02 0.11 0.00 0.01 0.00 5 7
0.00 0.00 0.00 0.01 0.63 0.00 0.00 0.00 0.00 0.00 0.36 0.00 4 10
0.01 0.00 0.03 0.00 0.77 0.00 0.00 0.00 0.18 0.00 0.00 0.00 4 8
0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1 8
0.01 0.01 0.04 0.03 0.00 0.00 0.01 0.03 0.15 0.70 0.01 0.00 9 2
0.02 0.16 0.35 0.01 0.00 0.01 0.04 0.21 0.01 0.13 0.04 0.01 7 9
0.02 0.07 0.41 0.00 0.00 0.00 0.04 0.01 0.00 0.02 0.43 0.01 2 10
0.57 0.04 0.02 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.37 0.00 0 10
0.36 0.00 0.64 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2 0
0.26 0.01 0.41 0.00 0.20 0.00 0.01 0.01 0.01 0.08 0.01 0.00 2 0
0.00 0.11 0.00 0.00 0.00 0.89 0.00 0.00 0.00 0.00 0.00 0.00 5 1
0.00 0.00 0.00 0.54 0.01 0.00 0.01 0.01 0.13 0.00 0.30 0.00 3 10
0.02 0.14 0.01 0.06 0.04 0.13 0.21 0.14 0.02 0.01 0.13 0.08 1 6
0.00 0.00 0.61 0.00 0.00 0.00 0.00 0.00 0.00 0.39 0.00 0.00 2 9
0.02 0.44 0.01 0.00 0.00 0.00 0.05 0.00 0.00 0.00 0.47 0.01 1 10
0.05 0.21 0.03 0.02 0.01 0.44 0.06 0.01 0.03 0.02 0.02 0.08 5 1
0.01 0.10 0.06 0.01 0.00 0.00 0.01 0.00 0.27 0.54 0.00 0.00 9 8
0.01 0.00 0.01 0.74 0.00 0.00 0.00 0.20 0.02 0.01 0.01 0.00 3 7
0.00 0.50 0.00 0.00 0.00 0.00 0.01 0.00 0.02 0.00 0.32 0.13 1 11
0.02 0.39 0.01 0.01 0.01 0.01 0.17 0.01 0.20 0.13 0.02 0.01 1 6
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 0.00 0.00 0.00 0.00 7 2
0.00 0.03 0.00 0.05 0.00 0.73 0.00 0.01 0.00 0.14 0.02 0.00 5 3
0.00 0.00 0.00 0.14 0.00 0.00 0.00 0.00 0.00 0.00 0.85 0.00 10 3
0.00 0.01 0.10 0.00 0.00 0.01 0.00 0.00 0.00 0.88 0.00 0.00 9 2
0.88 0.00 0.12 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 2
0.00 0.28 0.00 0.00 0.00 0.08 0.01 0.00 0.60 0.00 0.00 0.01 8 5
0.59 0.00 0.13 0.00 0.00 0.00 0.25 0.01 0.00 0.01 0.00 0.00 0 6
0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2 9
0.01 0.00 0.00 0.00 0.00 0.00 0.01 0.22 0.00 0.00 0.76 0.00 10 7
0.02 0.14 0.01 0.06 0.04 0.13 0.21 0.14 0.02 0.01 0.13 0.08 1 6
0.00 0.01 0.00 0.00 0.75 0.01 0.00 0.00 0.10 0.00 0.11 0.01 4 10
0.00 0.00 0.00 0.76 0.00 0.00 0.00 0.02 0.20 0.01 0.01 0.00 3 7
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.94 0.06 0.00 0.00 8 2
0.62 0.02 0.08 0.01 0.00 0.00 0.02 0.01 0.01 0.01 0.22 0.01 0 10
