accident art crime economics education entertainment environment international opinion politics science_tech sports predicted target
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 6
0.03 0.00 0.05 0.00 0.80 0.04 0.03 0.00 0.00 0.03 0.00 0.01 4 4
0.00 0.00 0.00 0.90 0.01 0.00 0.06 0.01 0.00 0.01 0.00 0.00 3 3
0.81 0.00 0.14 0.00 0.01 0.02 0.01 0.00 0.00 0.00 0.00 0.01 0 0
0.00 0.01 0.01 0.00 0.11 0.03 0.05 0.01 0.04 0.73 0.00 0.00 9 9
0.00 0.00 0.00 0.00 0.02 0.01 0.01 0.92 0.01 0.01 0.01 0.00 7 7
0.00 0.85 0.00 0.00 0.00 0.13 0.00 0.00 0.00 0.00 0.00 0.01 1 5
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 6
0.00 0.00 0.00 0.00 0.68 0.00 0.00 0.00 0.14 0.17 0.00 0.00 4 4
0.98 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0 0
0.00 0.11 0.07 0.00 0.00 0.80 0.00 0.00 0.01 0.00 0.00 0.01 5 5
0.00 0.67 0.00 0.00 0.01 0.30 0.00 0.00 0.01 0.00 0.00 0.01 1 1
0.00 0.00 0.08 0.00 0.02 0.00 0.01 0.00 0.01 0.88 0.00 0.00 9 5
0.00 0.00 0.00 0.00 0.02 0.00 0.00 0.00 0.00 0.97 0.00 0.00 9 9
0.11 0.00 0.05 0.00 0.04 0.01 0.05 0.00 0.01 0.71 0.00 0.02 9 0
0.20 0.02 0.05 0.00 0.22 0.32 0.03 0.01 0.02 0.03 0.02 0.08 0 5
0.00 0.01 0.03 0.00 0.04 0.00 0.09 0.01 0.10 0.70 0.00 0.02 9 9
0.03 0.02 0.51 0.00 0.03 0.03 0.01 0.03 0.23 0.08 0.03 0.01 2 8
0.00 0.01 0.01 0.01 0.01 0.90 0.02 0.01 0.00 0.01 0.01 0.01 5 5
0.01 0.02 0.00 0.00 0.02 0.02 0.02 0.03 0.00 0.00 0.00 0.88 11 11
0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.99 11 11
0.04 0.00 0.83 0.00 0.01 0.01 0.00 0.00 0.01 0.10 0.00 0.01 2 2
0.05 0.00 0.77 0.00 0.05 0.03 0.02 0.00 0.00 0.01 0.01 0.07 2 2
0.00 0.00 0.00 0.00 0.74 0.01 0.00 0.00 0.00 0.01 0.23 0.01 4 4
0.00 0.01 0.00 0.00 0.08 0.01 0.02 0.02 0.01 0.00 0.00 0.85 11 11
0.00 0.05 0.00 0.00 0.71 0.07 0.09 0.00 0.04 0.03 0.00 0.01 4 4
0.00 0.03 0.00 0.00 0.01 0.93 0.00 0.00 0.01 0.00 0.00 0.00 5 5
0.03 0.00 0.02 0.07 0.25 0.04 0.25 0.04 0.04 0.21 0.01 0.03 4 6
0.01 0.01 0.61 0.01 0.01 0.02 0.01 0.21 0.03 0.02 0.02 0.04 2 2
0.01 0.01 0.01 0.03 0.75 0.02 0.08 0.02 0.01 0.03 0.01 0.02 4 4
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 11 11
0.12 0.01 0.02 0.05 0.19 0.02 0.10 0.19 0.08 0.20 0.02 0.01 7 6
0.01 0.01 0.01 0.00 0.16 0.11 0.02 0.01 0.01 0.01 0.00 0.63 11 5
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 0.01 0.00 0.00 8 8
0.00 0.01 0.32 0.00 0.00 0.00 0.00 0.00 0.05 0.60 0.00 0.00 9 9
0.00 0.00 0.00 0.00 0.98 0.00 0.00 0.00 0.00 0.02 0.00 0.00 4 4
0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2 2
0.00 0.00 0.03 0.01 0.02 0.02 0.09 0.06 0.07 0.68 0.00 0.02 9 9
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11 11
0.00 0.02 0.00 0.00 0.08 0.12 0.01 0.01 0.00 0.04 0.06 0.66 11 11
0.00 0.00 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.96 0.00 0.02 9 9
0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.83 0.16 0.00 0.00 8 8
0.01 0.00 0.91 0.01 0.01 0.01 0.01 0.00 0.00 0.04 0.00 0.00 2 2
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 6
0.01 0.00 0.43 0.00 0.03 0.02 0.01 0.01 0.02 0.46 0.01 0.01 9 9
0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.98 0.00 0.00 9 9
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.03 0.00 0.00 0.00 0.96 11 11
0.00 0.07 0.00 0.00 0.10 0.14 0.00 0.01 0.02 0.00 0.63 0.03 10 1
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 6
0.00 0.00 0.74 0.00 0.00 0.01 0.00 0.00 0.05 0.00 0.20 0.00 2 2
0.00 0.01 0.01 0.01 0.02 0.04 0.01 0.60 0.09 0.21 0.01 0.01 7 7
0.00 0.00 0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4 4
0.01 0.01 0.05 0.02 0.02 0.11 0.05 0.02 0.62 0.02 0.06 0.01 8 8
0.01 0.00 0.20 0.00 0.01 0.00 0.02 0.03 0.03 0.69 0.00 0.01 9 9
0.00 0.82 0.00 0.00 0.00 0.17 0.00 0.00 0.00 0.00 0.00 0.00 1 5
0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.98 11 11
0.00 0.03 0.01 0.00 0.01 0.08 0.00 0.01 0.01 0.00 0.00 0.85 11 11
0.00 0.00 0.01 0.02 0.07 0.01 0.67 0.01 0.06 0.12 0.00 0.04 6 6
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.97 0.00 0.00 9 9
0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.98 0.00 0.00 9 9
0.01 0.01 0.01 0.00 0.10 0.41 0.09 0.01 0.17 0.15 0.01 0.03 5 8
0.00 0.00 0.02 0.00 0.03 0.04 0.00 0.00 0.01 0.88 0.00 0.00 9 9
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 0.00 10 4
0.00 0.00 0.97 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.00 0.00 2 2
0.01 0.01 0.05 0.02 0.15 0.00 0.25 0.02 0.08 0.39 0.00 0.01 9 9
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11 4
0.00 0.26 0.01 0.00 0.01 0.57 0.01 0.00 0.01 0.00 0.00 0.12 5 11
0.00 0.00 0.03 0.00 0.03 0.00 0.00 0.00 0.01 0.92 0.00 0.01 9 9
0.00 0.00 0.01 0.00 0.04 0.00 0.01 0.90 0.02 0.01 0.00 0.00 7 7
0.00 0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3 8
0.00 0.06 0.07 0.00 0.35 0.01 0.01 0.00 0.05 0.44 0.00 0.01 9 4
0.00 0.03 0.01 0.07 0.11 0.03 0.06 0.03 0.56 0.06 0.01 0.03 8 3
0.00 0.00 0.00 0.01 0.01 0.00 0.02 0.01 0.00 0.01 0.00 0.94 11 11
0.00 0.07 0.00 0.00 0.00 0.92 0.00 0.00 0.00 0.00 0.00 0.00 5 1
0.00 0.02 0.00 0.00 0.00 0.97 0.00 0.00 0.00 0.00 0.00 0.00 5 5
0.00 0.00 0.00 0.00 0.97 0.00 0.00 0.00 0.03 0.00 0.00 0.00 4 4
0.00 0.00 0.01 0.02 0.84 0.01 0.05 0.01 0.01 0.02 0.00 0.01 4 4
0.10 0.00 0.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2 2
1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 0
0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.99 0.00 0.00 9 4
0.00 0.00 0.00 0.01 0.03 0.00 0.01 0.01 0.00 0.00 0.00 0.92 11 11
0.00 0.01 0.03 0.01 0.01 0.83 0.01 0.01 0.05 0.01 0.03 0.01 5 5
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 8 8
0.82 0.00 0.02 0.02 0.01 0.00 0.07 0.02 0.01 0.02 0.00 0.01 0 0
0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2 2
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 11 11
0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.97 11 11
0.00 0.01 0.00 0.00 0.06 0.01 0.01 0.02 0.87 0.01 0.00 0.01 8 8
0.04 0.00 0.94 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2 2
0.00 0.00 0.01 0.00 0.15 0.00 0.03 0.00 0.03 0.77 0.00 0.00 9 9
0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.98 11 11
0.00 0.04 0.00 0.00 0.01 0.81 0.00 0.00 0.09 0.00 0.00 0.04 5 8
0.00 0.02 0.00 0.00 0.00 0.97 0.00 0.00 0.00 0.00 0.00 0.00 5 5
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 0.01 0.00 0.00 8 8
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.99 11 11
1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 2
0.03 0.32 0.01 0.01 0.02 0.22 0.05 0.01 0.05 0.02 0.05 0.22 1 5
0.00 0.00 0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4 4
0.00 0.00 0.00 0.01 0.01 0.00 0.01 0.00 0.05 0.91 0.00 0.00 9 9
0.02 0.00 0.09 0.00 0.71 0.02 0.03 0.00 0.00 0.05 0.00 0.07 4 4
0.01 0.00 0.00 0.00 0.01 0.01 0.00 0.00 0.00 0.95 0.00 0.01 9 9
0.00 0.00 0.02 0.02 0.02 0.01 0.84 0.01 0.01 0.08 0.00 0.00 6 9
0.00 0.01 0.02 0.00 0.00 0.95 0.00 0.00 0.00 0.00 0.00 0.00 5 5
0.00 0.00 0.00 0.89 0.01 0.00 0.00 0.00 0.08 0.01 0.00 0.00 3 3
0.00 0.00 0.95 0.00 0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.02 2 2
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 6
0.03 0.01 0.70 0.00 0.07 0.01 0.01 0.00 0.11 0.05 0.00 0.01 2 8
0.00 0.00 0.04 0.00 0.29 0.01 0.00 0.00 0.02 0.63 0.00 0.01 9 2
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.02 0.21 0.03 0.03 0.09 0.10 0.07 0.11 0.15 0.05 0.04 0.11 1 8
0.00 0.00 0.95 0.00 0.00 0.00 0.00 0.00 0.01 0.03 0.00 0.00 2 2
0.00 0.01 0.07 0.01 0.09 0.05 0.07 0.07 0.17 0.42 0.00 0.02 9 9
0.01 0.01 0.01 0.00 0.75 0.01 0.04 0.00 0.06 0.09 0.00 0.01 4 4
0.00 0.00 0.00 0.00 0.29 0.00 0.01 0.00 0.65 0.03 0.00 0.00 8 8
0.00 0.00 0.25 0.00 0.02 0.00 0.00 0.00 0.01 0.70 0.00 0.00 9 2
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 6
0.00 0.00 0.00 0.00 0.14 0.01 0.01 0.01 0.00 0.82 0.00 0.01 9 7
0.00 0.00 0.01 0.01 0.78 0.01 0.08 0.01 0.01 0.08 0.00 0.02 4 4
0.00 0.12 0.01 0.01 0.03 0.03 0.04 0.01 0.13 0.01 0.01 0.61 11 11
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 0.00 10 10
0.00 0.01 0.04 0.00 0.00 0.93 0.00 0.00 0.00 0.00 0.00 0.00 5 5
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.98 0.01 0.00 0.00 8 8
0.00 0.01 0.00 0.00 0.06 0.01 0.02 0.00 0.13 0.75 0.00 0.02 9 6
0.01 0.16 0.03 0.03 0.14 0.09 0.09 0.17 0.07 0.05 0.03 0.12 4 1
0.01 0.12 0.09 0.00 0.11 0.03 0.18 0.01 0.17 0.21 0.03 0.06 9 8
0.02 0.00 0.96 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.00 0.00 2 2
0.02 0.00 0.01 0.00 0.67 0.01 0.23 0.00 0.01 0.01 0.00 0.02 4 4
0.00 0.00 0.95 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.02 0.00 2 2
0.00 0.06 0.00 0.00 0.00 0.94 0.00 0.00 0.00 0.00 0.00 0.00 5 5
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 11 11
0.00 0.04 0.01 0.03 0.07 0.04 0.05 0.63 0.05 0.03 0.00 0.04 7 7
0.04 0.00 0.03 0.05 0.03 0.00 0.04 0.03 0.08 0.66 0.01 0.02 9 9
0.03 0.00 0.00 0.03 0.15 0.00 0.53 0.02 0.02 0.14 0.06 0.02 6 6
0.05 0.00 0.02 0.04 0.05 0.01 0.02 0.01 0.01 0.78 0.01 0.01 9 9
0.01 0.07 0.01 0.00 0.02 0.04 0.02 0.01 0.77 0.01 0.00 0.04 8 8
0.00 0.00 0.04 0.01 0.12 0.00 0.06 0.00 0.02 0.74 0.00 0.01 9 9
0.00 0.00 0.00 0.00 0.84 0.00 0.02 0.00 0.10 0.04 0.00 0.00 4 4
0.93 0.00 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0 0
0.00 0.36 0.00 0.00 0.00 0.63 0.00 0.00 0.01 0.00 0.00 0.00 5 11
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 6
0.00 0.00 0.02 0.71 0.08 0.01 0.06 0.01 0.01 0.06 0.01 0.01 3 3
0.01 0.05 0.02 0.02 0.06 0.07 0.05 0.41 0.09 0.04 0.11 0.07 7 10
0.01 0.01 0.02 0.08 0.52 0.02 0.19 0.05 0.02 0.06 0.01 0.02 4 4
0.00 0.02 0.00 0.00 0.00 0.94 0.00 0.01 0.00 0.00 0.01 0.01 5 5
0.00 0.00 0.93 0.01 0.00 0.00 0.02 0.00 0.02 0.00 0.00 0.00 2 2
0.00 0.00 0.01 0.00 0.03 0.00 0.01 0.00 0.00 0.94 0.00 0.00 9 9
0.00 0.12 0.01 0.01 0.12 0.38 0.03 0.01 0.03 0.26 0.01 0.02 5 4
0.02 0.02 0.04 0.01 0.08 0.20 0.04 0.04 0.14 0.36 0.02 0.03 9 9
0.00 0.20 0.00 0.00 0.00 0.78 0.00 0.00 0.00 0.00 0.00 0.01 5 1
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.97 11 11
0.00 0.00 0.00 0.00 0.68 0.00 0.30 0.00 0.01 0.00 0.01 0.00 4 6
0.04 0.00 0.02 0.11 0.02 0.01 0.71 0.03 0.01 0.02 0.01 0.02 6 6
0.00 0.94 0.00 0.00 0.02 0.03 0.00 0.00 0.00 0.00 0.00 0.00 1 4
0.00 0.02 0.00 0.00 0.04 0.01 0.00 0.00 0.87 0.01 0.00 0.04 8 8
0.00 0.01 0.00 0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00 5 5
0.00 0.03 0.81 0.00 0.01 0.01 0.01 0.09 0.03 0.02 0.00 0.01 2 2
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 6
0.00 0.00 0.01 0.00 0.01 0.00 0.03 0.00 0.00 0.91 0.00 0.04 9 9
0.03 0.01 0.01 0.03 0.42 0.01 0.26 0.00 0.02 0.13 0.01 0.08 4 6
0.00 0.00 0.01 0.00 0.01 0.00 0.02 0.00 0.01 0.95 0.00 0.00 9 9
0.44 0.01 0.29 0.00 0.08 0.06 0.01 0.00 0.00 0.02 0.00 0.09 0 2
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 0.00 10 4
0.02 0.11 0.02 0.00 0.00 0.83 0.01 0.00 0.00 0.00 0.00 0.01 5 5
0.00 0.00 0.93 0.00 0.00 0.00 0.00 0.01 0.03 0.01 0.00 0.01 2 2
0.25 0.01 0.02 0.00 0.00 0.01 0.00 0.00 0.68 0.01 0.00 0.00 8 8
0.00 0.00 0.01 0.00 0.01 0.00 0.01 0.01 0.01 0.96 0.00 0.00 9 9
0.00 0.04 0.00 0.02 0.02 0.28 0.03 0.46 0.03 0.02 0.07 0.02 7 5
0.00 0.00 0.00 0.01 0.04 0.01 0.01 0.03 0.00 0.89 0.00 0.00 9 9
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 0.00 0.00 0.00 8 8
0.04 0.03 0.04 0.02 0.07 0.05 0.13 0.01 0.36 0.23 0.02 0.01 8 3
0.00 0.00 0.00 0.00 0.02 0.00 0.01 0.00 0.02 0.94 0.00 0.00 9 9
0.00 0.00 0.00 0.00 0.66 0.00 0.05 0.00 0.21 0.08 0.00 0.00 4 6
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 11 11
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 0.00 0.00 9 9
0.00 0.00 0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.01 0.00 0.00 4 4
0.04 0.01 0.05 0.01 0.34 0.04 0.04 0.00 0.04 0.41 0.01 0.02 9 9
0.94 0.00 0.04 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0 0
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11 11
0.01 0.00 0.02 0.00 0.03 0.00 0.01 0.00 0.01 0.90 0.00 0.01 9 9
0.91 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.07 0 11
0.00 0.02 0.01 0.00 0.01 0.91 0.01 0.00 0.01 0.01 0.01 0.02 5 5
0.01 0.04 0.03 0.02 0.55 0.05 0.14 0.01 0.04 0.08 0.01 0.03 4 4
0.00 0.00 0.01 0.01 0.74 0.01 0.05 0.01 0.06 0.11 0.00 0.01 4 4
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.96 0.04 0.00 0.00 8 8
0.00 0.00 0.00 0.00 0.89 0.00 0.05 0.00 0.04 0.02 0.00 0.00 4 4
